frame_index_original,frame_index_zeroed,elapsed_time_s,timestamp,range_raw_m,velocity_raw_ms,range_kf_m,velocity_kf_ms,acceleration_kf_ms2,mahalanobis_d2,kf_update_accepted
2572,1915,76.60000000000001,03/22/2026 12:54:36.840,26.84084955,1.011320315,27.230473671080123,1.0277777224964622,-1.1237883577684742,0.2545888776165441,True
2573,1916,76.64,03/22/2026 12:54:36.880,27.19171033,1.011320315,27.27145393686132,0.9986474213890066,-0.971767634332728,0.14489430780104876,True
2574,1917,76.68,03/22/2026 12:54:36.920,27.19171033,1.011320315,27.31202863447572,0.9883961873075147,-0.6967747473330519,0.47366615355666414,True
2575,1918,76.72,03/22/2026 12:54:36.960,27.36714072,1.011320315,27.35248525018901,0.9887297685724092,-0.4257776636694418,0.45901279592633787,True
2576,1919,76.76,03/22/2026 12:54:37.000,27.36714072,1.011320315,27.392821121806737,0.9936988459936541,-0.214391434343433,0.27932205553681705,True
2577,1920,76.8,03/22/2026 12:54:37.040,27.36714072,1.011320315,27.433108971527606,0.999669061060066,-0.07462571574276475,0.12240146240898446,True
2578,1921,76.84,03/22/2026 12:54:37.080,27.19171033,1.011320315,27.473263987714535,1.0048095105431745,0.003465783071086373,0.04381621182307307,True
2579,1922,76.88,03/22/2026 12:54:37.120,27.19171033,1.011320315,27.513420497625148,1.0084846821606583,0.03746814392117233,0.01467465170463317,True
2580,1923,76.92,03/22/2026 12:54:37.160,27.19171033,1.011320315,27.55357795012638,1.0107238578385507,0.04460759023663827,0.009745517631006794,True
2581,1924,76.96000000000001,03/22/2026 12:54:37.200,27.36714072,1.011320315,27.59385133585287,1.0118474193941622,0.03827462865977197,0.003951363561246123,True
2582,1925,77.0,03/22/2026 12:54:37.240,27.36714072,1.011320315,27.63411163045603,1.0122342420615331,0.02729959567720128,0.0058848221803483244,True
2583,1926,77.04,03/22/2026 12:54:37.280,27.36714072,1.011320315,27.674352338433643,1.0122108269475298,0.016603709185830255,0.007510568551890258,True
2584,1927,77.08,03/22/2026 12:54:37.320,27.36714072,1.011320315,27.714568839153756,1.0120099286970912,0.00831605993996172,0.009120163169038563,True
2585,1928,77.12,03/22/2026 12:54:37.360,27.36714072,1.011320315,27.754758339193593,1.0117729383110174,0.0028696107764768133,0.011002894002241238,True
2586,1929,77.16,03/22/2026 12:54:37.400,27.7180015,1.011320315,27.795161818438554,1.0115722628487265,-0.00015609769912520131,0.00048590867214666093,True
2587,1930,77.2,03/22/2026 12:54:37.440,27.7180015,1.011320315,27.835536262005242,1.0114289784139086,-0.0014647117494152137,0.0010053018871574403,True
2588,1931,77.24,03/22/2026 12:54:37.480,27.7180015,1.011320315,27.875881730835392,1.011341764643277,-0.0017288544369083183,0.001794992591314155,True
2589,1932,77.28,03/22/2026 12:54:37.520,27.7180015,1.011320315,27.91619851044982,1.0112980686206274,-0.0014705639122895111,0.0028284955285058392,True
2590,1933,77.32000000000001,03/22/2026 12:54:37.560,27.7180015,1.011320315,27.95648693263187,1.0112830207090715,-0.0010335020089967842,0.004095875524692487,True
2591,1934,77.36,03/22/2026 12:54:37.600,27.7180015,1.011320315,27.996747286235166,1.0112838941771103,-0.00060866055856057,0.005595011488385327,True
2592,1935,77.4,03/22/2026 12:54:37.640,27.7180015,1.011320315,28.036979786662638,1.0112916312679638,-0.0002783744494742437,0.007325884607581797,True
2593,1936,77.44,03/22/2026 12:54:37.680,27.7180015,1.011320315,28.077184577952288,1.0113007389289108,-5.908385415178389e-05,0.00928846029523837,True
2594,1937,77.48,03/22/2026 12:54:37.720,27.7180015,1.011320315,28.11736174891948,1.011308481714887,6.558548094317529e-05,0.011482372482982825,True
2595,1938,77.52,03/22/2026 12:54:37.760,27.7180015,1.011320315,28.157511352105864,1.0113139343551196,0.00012310736567868976,0.013907092485456601,True
2596,1939,77.56,03/22/2026 12:54:37.800,27.7180015,1.011320315,28.19763341993286,1.0113171740926117,0.00014002900057803606,0.016562074232363597,True
2597,1940,77.60000000000001,03/22/2026 12:54:37.840,28.06886228,1.011320315,28.23796960680222,1.0113205301236157,0.00013013003074118008,0.0020588445423425565,True
2598,1941,77.64,03/22/2026 12:54:37.880,28.06886228,1.011320315,28.278278094838125,1.011321637055793,0.00010520789363956546,0.003157316137283082,True
2599,1942,77.68,03/22/2026 12:54:37.920,28.06886228,1.011320315,28.31855889850357,1.011321476611441,8.046725317129908e-05,0.00448873705604636,True
2600,1943,77.72,03/22/2026 12:54:37.960,28.06886228,1.011320315,28.35881203768417,1.0113207558865824,6.26304405098014e-05,0.00605262798662256,True
2601,1944,77.76,03/22/2026 12:54:38.000,28.06886228,1.011320315,28.39903753765649,1.0113199089425926,5.3212780579800915e-05,0.007848511372850643,True
2602,1945,77.8,03/22/2026 12:54:38.040,28.06886228,1.011320315,28.439235427908745,1.0113191557808179,5.109045839170332e-05,0.00987590909381713,True
2603,1946,77.84,03/22/2026 12:54:38.080,28.06886228,1.011320315,28.47940574070276,1.0113185742522772,5.42057558526025e-05,0.012134343285573706,True
2604,1947,77.88,03/22/2026 12:54:38.120,28.41972305,1.011320315,28.519789683775112,1.0113199849550656,5.383448537434507e-05,0.000720902471334449,True
