Time (s),Position (m),Speed (m/s),Acceleration (m/s^2)
41.52,557.652634104625,7.82,0.874999999999999
41.56,557.962095437385,7.84,0.937499999999999
41.6,558.295014862022,7.9,0.924999999999999
41.64,558.627934283578,7.99,0.862499999999998
41.68,558.946278003382,8.02,0.837500000000001
41.72,559.264621720704,7.98,0.975000000000001
41.76,559.574083039758,8.02,1.05
41.8,559.907002449506,8.11,0.900000000000001
41.84,560.239921855371,8.11,0.925
41.88,560.576431979119,8.14,1.1
41.92,560.903795640328,8.19,1.125
41.96,561.242443878524,8.22,1.025
42,561.566497993417,8.26,0.912500000000001
42.04,561.91753552727,8.32,0.8375
42.08,562.250454915198,8.36,0.887499999999999
42.12,562.592372172041,8.42,0.974999999999999
42.16,562.934289426219,8.42,0.975000000000001
42.2,563.267208804648,8.43,0.950000000000002
42.24,563.614706585136,8.53,0.837500000000002
42.28,563.965744100853,8.6,0.712499999999998
42.32,564.331315451865,8.63,0.762499999999995
42.36,564.673232690492,8.6,0.949999999999998
42.4,565.006152052622,8.61,1.0875
42.44,565.371723393884,8.64,1.15
42.48,565.719221153588,8.75,1.0375
42.52,566.08479248818,8.81,0.85
42.56,566.43229024055,8.81,0.8375
42.6,566.792561104292,8.8,0.937499999999998
42.64,567.140058849644,8.83,1.0375
42.68,567.500329706889,8.87,1.075
42.72,567.871366946943,8.97,1
42.76,568.236938261266,9.02,0.900000000000001
42.8,568.602509572125,9.06,0.875000000000001
42.84,568.982620399333,9.11,0.900000000000003
42.88,569.348191703136,9.11,1.0375
42.92,569.713763003476,9.13,1.15
42.96,570.08854025612,9.16,1.1
43,570.448811087508,9.2,0.962500000000002
43.04,570.83441374982,9.26,0.837500000000002
43.08,571.209190992078,9.3,0.787499999999999
43.12,571.580228193959,9.34,0.837499999999998
43.16,571.973716097096,9.37,0.912499999999998
43.2,572.344753291103,9.41,0.949999999999998
43.24,572.724864079864,9.48,0.862499999999997
43.28,573.123435232162,9.57,0.712499999999996
43.32,573.509037865816,9.59,0.7125
43.36,573.902525751909,9.58,0.937500000000002
43.4,574.273562926161,9.55,1.2375
43.44,574.672134062605,9.58,1.2875
43.48,575.052244829131,9.61,1.1625
43.52,575.450815958849,9.7,0.975000000000001
43.56,575.849387083975,9.74,0.887499999999999
43.6,576.234989688567,9.8,0.900000000000001
43.64,576.638801673306,9.78,0.862499999999999
43.68,577.046745383999,9.84,0.900000000000001
43.72,577.432347975389,9.89,0.999999999999999
43.76,577.854757995576,10.03,1.025
43.8,578.257736684341,10.09,1.05
43.84,578.661548648072,10.07,1.1375
43.88,579.050839825221,10.05,1.1125
43.92,579.454651780798,10.04,0.975000000000001
43.96,579.867717429163,10.11,0.837500000000002
44,580.29012742517,10.15,0.825
44.04,580.703193064693,10.12,0.962500000000002
44.08,581.116258700357,10.22,0.999999999999999
44.12,581.538668683944,10.31,0.849999999999998
44.16,581.951734310766,10.43,0.637499999999998
44.2,582.38357340825,10.53,0.512499999999998
44.24,582.796639026424,10.54,0.649999999999999
44.28,583.228478115637,10.47,0.987500000000001
44.32,583.636421763673,10.4,1.3125
44.36,584.049487369342,10.42,1.4375
44.4,584.486373062636,10.5,1.3875
44.44,584.908783012531,10.54,1.3
44.48,585.350130540351,10.6,1.0625
44.52,585.78701622065,10.61,0.800000000000003
44.56,586.20942615713,10.64,0.725
44.6,586.641265212533,10.73,0.787500000000001
44.64,587.082612723661,10.86,0.750000000000002
44.68,587.538378278071,10.94,0.562500000000001
44.72,587.97124929876,10.98,0.525
44.76,588.422179575392,10.99,0.625
44.8,588.864256639568,11.04,0.75
44.84,589.305604129325,11.04,0.85
44.88,589.737443154227,10.95,0.975000000000001
44.92,590.178790635511,10.9,1.1125
44.96,590.620867679832,10.93,1.125
45,591.071797931121,11.07,0.962499999999997
45.04,591.532542180959,11.12,0.787500000000001
45.08,591.973889644918,11.13,0.862500000000002
45.12,592.439207316785,11.21,0.937499999999998
45.16,592.88549387418,11.26,0.987499999999997
45.2,593.350811537278,11.37,0.987499999999999
45.24,593.811555761902,11.39,0.9375
45.28,594.272138441597,11.38,1.0125
45.32,594.723068658448,11.36,1.125
45.36,595.193369177427,11.37,1.25
45.4,595.663564416065,11.4,1.2375
45.44,596.114494619206,11.42,1.2
45.48,596.584689847953,11.52,1.2125
45.52,597.06440823373,11.57,1.1875
45.56,597.544487997703,11.69,1.075
45.6,598.014788490693,11.73,0.925
45.64,598.480106101651,11.78,0.774999999999999
45.68,598.955044682885,11.8,0.674999999999999
45.72,599.458738624231,11.84,0.799999999999998
45.76,599.929039099538,11.89,0.937499999999998
45.8,600.408757449338,11.87,0.974999999999997
45.84,600.888837182968,11.91,0.974999999999997
45.88,601.387801680219,12,0.862499999999997
45.92,601.867881404897,12.04,0.724999999999998
45.96,602.357190812503,12.08,0.712500000000003
46,602.841815039822,12.08,0.837500000000004
46.04,603.33112443793,12.05,0.975000000000001
46.08,603.820433831292,12.07,0.999999999999999
46.12,604.310350541469,12.21,0.825
46.16,604.814525300449,12.27,0.637500000000004
46.2,605.29914950265,12.27,0.625000000000002
46.24,605.798113954479,12.29,0.650000000000002
46.28,606.282738148058,12.31,0.675000000000001
46.32,606.796770940818,12.31,0.787499999999999
46.36,607.29090213555,12.38,0.799999999999998
46.4,607.804934919003,12.45,0.600000000000001
46.44,608.309109644951,12.46,0.487500000000001
46.48,608.813284366724,12.46,0.574999999999999
46.52,609.317459083063,12.48,0.624999999999998
46.56,609.830778841623,12.51,0.624999999999998
46.6,610.320695497801,12.53,0.700000000000003
46.64,610.834728252978,12.55,0.737500000000002
46.68,611.343408083445,12.59,0.649999999999999
46.72,611.85744082943,12.66,0.512500000000002
46.76,612.371473570852,12.67,0.449999999999999
46.8,612.885506307177,12.64,0.524999999999995
46.84,613.389680985348,12.66,0.662499999999997
46.88,613.917959387977,12.72,0.649999999999997
46.92,614.427709856278,12.72,0.574999999999997
46.96,614.941742573281,12.77,0.512499999999996
47,615.465684376323,12.83,0.412499999999996
47.04,615.96985902975,12.84,0.362499999999997
47.08,616.499636464647,12.82,0.425
47.12,617.01808863594,12.84,0.562500000000001
47.16,617.537829818074,12.85,0.625
47.2,618.061771597427,12.88,0.6125
47.24,618.585713372179,12.95,0.487500000000001
47.28,619.113991723228,12.95,0.437500000000004
47.32,619.633732887322,12.95,0.550000000000006
47.36,620.153474046906,12.95,0.612500000000002
47.4,620.659082919879,12.98,0.662499999999999
47.44,621.188860315059,12.98,0.687500000000001
47.48,621.712802060683,13.02,0.625000000000002
47.52,622.260882595678,13.09,0.5375
47.56,622.780623732852,13.1,0.5
47.6,623.30036486516,13.12,0.475000000000001
47.64,623.836312605041,13.1,0.525000000000002
47.68,624.350345233477,13.15,0.562499999999999
47.72,624.900321620269,13.19,0.487499999999994
47.76,625.42611521248,13.2,0.474999999999999
47.8,625.960014206674,13.26,0.475000000000003
47.84,626.499870766789,13.25,0.500000000000003
47.88,627.025664346326,13.25,0.5125
47.92,627.565520897806,13.29,0.462500000000001
47.96,628.085261988341,13.3,0.450000000000004
48,628.635238344283,13.3,0.425000000000002
48.04,629.161031907413,13.34,0.424999999999998
48.08,629.714979621571,13.36,0.437499999999997
48.12,630.247157904386,13.37,0.437500000000002
48.16,630.787014428316,13.4,0.5
48.2,631.326870948056,13.44,0.487499999999998
48.24,631.873010874036,13.47,0.374999999999999
48.28,632.398804411333,13.44,0.387499999999996
48.32,632.955172595911,13.47,0.449999999999995
48.36,633.505148911361,13.48,0.499999999999996
48.4,634.034926196344,13.46,0.587499999999999
48.44,634.577367526835,13.52,0.587500000000001
48.48,635.133735694396,13.53,0.525000000000004
48.52,635.679875591534,13.55,0.475000000000005
48.56,636.236243751237,13.62,0.362500000000006
48.6,636.786220039288,13.61,0.325000000000004
48.64,637.328661350152,13.6,0.437500000000002
48.68,637.860839577801,13.62,0.525000000000002
48.72,638.427470054698,13.65,0.575000000000003
48.76,638.980208066308,13.7,0.525000000000002
48.8,639.516155683652,13.71,0.4125
48.84,640.082786148156,13.74,0.325
48.88,640.639154274324,13.73,0.287499999999996
48.92,641.191892270407,13.73,0.349999999999997
48.96,641.744630262587,13.73,0.4
49,642.30099837604,13.76,0.4125
49.04,642.864064860609,13.8,0.362499999999999
49.08,643.416802840996,13.84,0.262500000000001
49.12,643.983433276555,13.89,0.162500000000001
49.16,644.543072984273,13.88,0.137499999999999
49.2,645.095810953287,13.86,0.2
49.24,645.648548917891,13.85,0.262500000000001
49.28,646.201286878593,13.85,0.312500000000004
49.32,646.778211877156,13.89,0.3125
49.36,647.327458630321,13.89,0.337499999999993
49.4,647.900883651549,13.93,0.349999999999995
49.44,648.460523334667,13.92,0.299999999999996
49.48,649.023589776922,13.93,0.224999999999995
49.52,649.586656215133,13.93,0.212499999999995
49.56,650.146295887593,13.95,0.287499999999998
49.6,650.702648522971,13.95,0.375000000000001
49.64,651.276073520566,13.97,0.437500000000002
49.68,651.82197063581,13.98,0.4125
49.72,652.405782667085,14.01,0.275000000000001
49.76,652.962135288855,14.04,0.0625000000000053
49.8,653.52177494,14.06,0.0250000000000017
49.84,654.0918354301,14.03,0.225
49.88,654.651475073144,14,0.437500000000004
49.92,655.218308958604,14.03,0.425000000000004
49.96,655.78514283996,14.08,0.287500000000001
50,656.348890377969,14.12,0.224999999999997
50.04,656.922315336633,14.15,0.149999999999995
50.08,657.48606286906,14.13,0.137499999999995
50.12,658.056123334049,14.08,0.224999999999995
50.16,658.622957198995,14.02,0.412499999999998
50.2,659.186704722112,14.1,0.475000000000001
50.24,659.750452242251,14.17,0.349999999999999
50.28,660.324761855063,14.21,0.249999999999995
50.32,660.888509369183,14.16,0.274999999999999
50.36,661.469017058453,14.18,0.337500000000004
50.4,662.03276456693,14.2,0.300000000000005
50.44,662.607074167551,14.19,0.312500000000004
50.48,663.170821670008,14.2,0.337500000000002
50.52,663.742241916232,14.19,0.375000000000001
50.56,664.31655150796,14.24,0.337499999999999
50.6,664.89086109708,14.26,0.225000000000002
50.64,665.465170683215,14.29,0.200000000000005
50.68,666.033844240981,14.29,0.212500000000004
50.72,666.608153821148,14.3,0.225
50.76,667.182463398329,14.31,0.249999999999995
50.8,667.761823144503,14.31,0.324999999999998
50.84,668.336132715655,14.33,0.325000000000002
50.88,668.915492457424,14.33,0.262500000000003
50.92,669.484166000614,14.36,0.200000000000002
50.96,670.058475562751,14.34,0.1875
51,670.640531547705,14.34,0.237499999999999
51.04,671.219891279904,14.37,0.224999999999997
51.08,671.788564813343,14.38,0.224999999999997
51.12,672.367924540376,14.39,0.274999999999999
51.16,672.947284265373,14.42,0.287500000000001
51.2,673.537346666432,14.46,0.237499999999999
51.24,674.106020190022,14.44,0.249999999999999
51.28,674.685379907389,14.43,0.312500000000002
51.32,675.262185902312,14.42,0.362500000000001
51.36,675.849741093164,14.43,0.424999999999998
51.4,676.429100803612,14.44,0.487499999999996
51.44,677.003497500365,14.45,0.525000000000002
51.48,677.58285720598,14.48,0.475000000000003
51.52,678.170412388346,14.51,0.387500000000001
51.56,678.755602535306,14.53,0.3125
51.6,679.332408515048,14.54,0.312499999999998
51.64,679.917598658246,14.56,0.349999999999997
51.68,680.50766103064,14.56,0.362499999999997
51.72,681.090630034805,14.58,0.387499999999998
51.76,681.680692402739,14.61,0.387500000000003
51.8,682.263661403582,14.65,0.325000000000004
51.84,682.861979765459,14.66,0.250000000000001
51.88,683.447169897218,14.65,0.212500000000002
51.92,684.032360027078,14.65,0.200000000000005
51.96,684.617550155038,14.64,0.312500000000002
52,685.213546190299,14.68,0.375000000000001
52.04,685.798736314805,14.7,0.312500000000002
52.08,686.383926437027,14.71,0.3125
52.12,686.977741753773,14.74,0.287499999999998
52.16,687.573737781179,14.76,0.2
52.2,688.156706765277,14.76,0.1875
52.24,688.750522077065,14.75,0.349999999999997
52.28,689.346518098801,14.73,0.524999999999995
52.32,689.940333407262,14.73,0.549999999999995
52.36,690.534148713676,14.81,0.412499999999996
52.4,691.127964018811,14.81,0.287500000000001
52.44,691.721779322284,14.82,0.3
52.48,692.324450500695,14.84,0.349999999999999
52.52,692.91826580081,14.84,0.412500000000002
52.56,693.512081099261,14.82,0.475000000000001
52.6,694.105896395664,14.85,0.437499999999997
52.64,694.708567568396,14.94,0.287500000000001
52.68,695.309380175288,14.96,0.225000000000002
52.72,695.914052177988,14.94,0.3125
52.76,696.505829929019,14.93,0.412500000000002
52.8,697.108501096292,14.92,0.462500000000001
52.84,697.71317309403,14.95,0.475000000000001
52.88,698.315844258149,14.99,0.437500000000002
52.92,698.91665685729,15.02,0.350000000000001
52.96,699.519328018803,15.02,0.3125
53,700.121999178215,15,0.399999999999998
53.04,700.722811774052,15.02,0.462499999999999
53.08,701.334559470877,15.06,0.412500000000002
53.12,701.935372064229,15.09,0.350000000000004
53.16,702.558061837206,15.11,0.349999999999999
53.2,703.158874427662,15.11,0.349999999999999
53.24,703.770622119971,15.14,0.337499999999997
53.28,704.382369810661,15.15,0.399999999999998
53.32,704.983182397377,15.14,0.487499999999998
53.36,705.594930086015,15.15,0.537499999999997
53.4,706.204993545745,15.19,0.500000000000003
53.44,706.826028758226,15.2,0.437500000000002
53.48,707.437776442757,15.21,0.412499999999998
53.52,708.047839899355,15.22,0.399999999999998
53.56,708.667360572412,15.26,0.4
53.6,709.277424026915,15.24,0.475000000000001
53.64,709.898459234261,15.28,0.500000000000005
53.68,710.519494440794,15.33,0.450000000000002
53.72,711.128016049539,15.35,0.4125
53.76,711.757190973678,15.37,0.375000000000003
53.8,712.367254422686,15.37,0.412500000000002
53.84,712.986775089957,15.37,0.475000000000001
53.88,713.606295756163,15.37,0.5125
53.92,714.223211425588,15.38,0.462499999999999
53.96,714.844246624872,15.42,0.349999999999997
54,715.462393797782,15.46,0.274999999999999
54.04,716.080540970179,15.46,0.324999999999998
54.08,716.700061632083,15.51,0.399999999999998
54.12,717.316977298517,15.5,0.462500000000001
54.16,717.933892964625,15.52,0.449999999999999
54.2,718.574099235005,15.55,0.312499999999998
54.24,719.192246403885,15.57,0.249999999999999
54.28,719.821421318506,15.58,0.312499999999998
54.32,720.449386356472,15.54,0.387499999999998
54.36,721.066302019776,15.54,0.462500000000003
54.4,721.684449185837,15.56,0.525
54.44,722.323466461903,15.62,0.424999999999998
54.48,722.950362020424,15.67,0.262500000000003
54.52,723.590568285323,15.71,0.174999999999998
54.56,724.207483945812,15.67,0.237499999999997
54.6,724.83437950306,15.65,0.375000000000001
54.64,725.46234453645,15.67,0.400000000000003
54.68,726.112416769882,15.73,0.300000000000005
54.72,726.728243763209,15.7,0.287500000000005
54.76,727.366210087573,15.75,0.287500000000003
54.8,727.992177285642,15.77,0.200000000000002
54.84,728.630143609166,15.75,0.237500000000002
54.88,729.258108638815,15.75,0.362499999999997
54.92,729.885004193041,15.77,0.387500000000001
54.96,730.534043376287,15.8,0.312500000000004
55,731.160010572901,15.82,0.250000000000001
55.04,731.797976893925,15.82,0.2125
55.08,732.435030991909,15.82,0.224999999999997
55.12,733.060211578713,15.84,0.274999999999996
55.16,733.697265676198,15.84,0.349999999999997
55.2,734.334319772858,15.84,0.399999999999996
55.24,734.982462315338,15.87,0.337499999999999
55.28,735.630604857389,15.92,0.212500000000004
55.32,736.255785443084,15.91,0.175000000000001
55.36,736.891433563586,15.91,0.237499999999995
55.4,737.529399881185,15.91,0.287499999999996
55.44,738.176782758945,15.9,0.349999999999995
55.48,738.824165636489,15.92,0.399999999999998
55.52,739.449346221076,15.96,0.325
55.56,740.096729098193,16,0.174999999999996
55.6,740.754602976467,16,0.1125
55.64,741.37913923553,15.98,0.174999999999998
55.68,742.026522112,15.98,0.237499999999997
55.72,742.673282782528,15.99,0.237500000000002
55.76,743.331156660257,16.02,0.200000000000002
55.8,743.955692918747,16.03,0.225000000000004
55.84,744.601969237183,16.06,0.225000000000004
55.88,745.248729907235,16.08,0.0875000000000004
55.92,745.906127620727,16.06,0.0375000000000014
55.96,746.552403938926,16.04,0.100000000000002
56,747.19916460856,16.05,0.162499999999999
56.04,747.845440926207,16.07,0.174999999999996
56.08,748.491371056581,16.08,0.150000000000001
56.12,749.137301186921,16.08,0.175000000000001
56.16,749.783577504729,16.09,0.174999999999996
56.2,750.429507634998,16.14,0.062499999999992
56.24,751.086565020073,16.13,0
56.28,751.72172031219,16.08,0.112500000000004
56.32,752.367650442356,16.09,0.149999999999997
56.36,753.013580572486,16.09,0.0625000000000009
56.4,753.670433675786,16.13,4.44089209850063e-15
56.44,754.316363805846,16.13,-0.0374999999999925
56.48,754.962016852478,16.14,-0.0749999999999984
56.52,755.619074237313,16.16,-0.0625000000000053
56.56,756.265004367269,16.15,-0.024999999999995
56.6,756.910726695859,16.13,1.33226762955019e-14
56.64,757.556379742491,16.14,0.0249999999999995
56.68,758.213437126794,16.16,0.0249999999999995
56.72,758.859090173426,16.13,0.0125000000000064
56.76,759.493611270848,16.1,0.037499999999997
56.8,760.150668655443,16.12,0.0874999999999959
56.84,760.796321702075,16.11,0.074999999999994
56.88,761.442044030605,16.1,0.0749999999999984
56.92,762.098829026051,16.15,0.0500000000000034
56.96,762.744482072683,16.14,-0.0375000000000014
57,763.390135119315,16.14,-0.0375000000000014
57.04,764.046988222873,16.15,0
57.08,764.692641269505,16.17,-0.0875000000000048
57.12,765.338571398971,16.13,-0.1125
57.16,765.984224445603,16.13,-0.0874999999999915
57.2,766.629877492234,16.16,-0.199999999999996
57.24,767.264680531347,16.13,-0.212499999999998
57.28,767.932597476002,16.14,-0.125000000000002
57.32,768.578319804436,16.15,-0.0750000000000028
57.36,769.224249933693,16.11,-0.0500000000000034
57.4,769.869902980325,16.14,-0.15000000000001
57.44,770.515833109512,16.15,-0.287500000000005
57.48,771.161763238664,16.1,-0.287500000000001
57.52,771.807416285296,16.11,-0.300000000000002
57.56,772.453692600357,16.08,-0.3125
57.6,773.099345646593,16.05,-0.224999999999997
57.64,773.745275775606,16.07,-0.224999999999997
57.68,774.391205904584,16.1,-0.287499999999998
57.72,775.037136033528,16.13,-0.412499999999998
57.76,775.683066162437,16.09,-0.562499999999997
57.8,776.328996291271,16.04,-0.499999999999994
57.84,776.963799329852,16.02,-0.362499999999994
57.88,777.609521658184,16,-0.324999999999998
57.92,778.244113252611,15.97,-0.300000000000002
57.96,778.890043381347,15.97,-0.312500000000007
58,779.524846420183,15.98,-0.350000000000004
58.04,780.17077654885,15.96,-0.300000000000002
58.08,780.816498877119,15.98,-0.262500000000003
58.12,781.451301915453,15.92,-0.187499999999998
58.16,782.07476281935,15.85,0.0125000000000042
58.2,782.720692947879,15.88,0.0499999999999989
58.24,783.355284542653,15.89,-0.0750000000000006
58.28,783.989876137002,15.87,-0.0999999999999979
58.32,784.635529183634,15.86,-0.0499999999999967
58.36,785.259205304909,15.83,-0.0124999999999975
58.4,785.904858351541,15.84,-0.0374999999999992
58.44,786.528534473141,15.86,-0.112499999999998
58.48,787.174256801324,15.87,-0.112499999999998
58.52,787.808848395621,15.88,-0.0875000000000004
58.56,788.454501442253,15.9,-0.112500000000002
58.6,789.089093036552,15.87,-0.125
58.64,789.712769157974,15.84,-0.137499999999999
58.68,790.358422204606,15.84,-0.1
58.72,791.004075251238,15.85,-0.0749999999999984
58.76,791.627536155001,15.83,-0.0749999999999962
58.8,792.262127749257,15.81,-0.0624999999999987
58.84,792.896719343899,15.8,-0.0375000000000014
58.88,793.542372390531,15.84,-0.0249999999999995
58.92,794.165761538744,15.84,-0.0750000000000006
58.96,794.800282636166,15.85,-0.112500000000002
59,795.434803733984,15.82,-0.100000000000002
59.04,796.069395328168,15.78,0
59.08,796.7150483748,15.82,0
59.12,797.338509278504,15.81,-0.0750000000000028
59.16,797.973100873056,15.81,-0.0125000000000042
59.2,798.619031000729,15.78,0.0749999999999984
59.24,799.242420148942,15.8,0.0875000000000004
59.28,799.877223186266,15.82,-2.22044604925031e-15
59.32,800.511814780784,15.8,-0.0124999999999997
59.36,801.146406374918,15.8,0.0625000000000009
59.4,801.781209412098,15.79,0.1125
59.44,802.415801006215,15.81,0.0999999999999979
59.48,803.05060404376,15.79,0.0749999999999962
59.52,803.685407080876,15.78,0.112499999999998
59.56,804.320210117917,15.83,0.0875000000000004
59.6,804.955013154963,15.82,0.0250000000000017
59.64,805.589816192369,15.83,-0.0124999999999975
59.68,806.224971477765,15.79,0.0750000000000006
59.72,806.859774514707,15.82,0.124999999999997
59.76,807.494929799946,15.83,0.0500000000000012
59.8,808.141206110741,15.85,0.0249999999999995
59.84,808.776361396218,15.83,0.0750000000000006
59.88,809.411164433019,15.83,0.150000000000006
59.92,810.046319717944,15.83,0.150000000000006
59.96,810.681475002791,15.85,0.112500000000002
60,811.31712310739,15.82,0.0999999999999956
60.04,811.95227839208,15.82,0.0999999999999934
60.08,812.587926496006,15.86,0.0124999999999975
60.12,813.224207663587,15.85,-0.0499999999999989
60.16,813.859010700541,15.84,0
60.2,814.505771355212,15.86,-0.0124999999999975
60.24,815.141419458974,15.88,-0.0999999999999979
60.28,815.777067562202,15.9,-0.175000000000001
60.32,816.412715665211,15.88,-0.1875
60.36,817.06009851657,15.89,-0.162500000000001
60.4,817.695746619298,15.86,-0.137499999999997
60.44,818.33202778553,15.86,-0.162499999999994
60.48,818.957208342459,15.83,-0.249999999999995
60.52,819.603968996509,15.84,-0.274999999999996
60.56,820.229936148968,15.85,-0.249999999999999
60.6,820.866217313942,15.84,-0.225000000000002
60.64,821.503271367759,15.82,-0.112500000000002
60.68,822.139552532299,15.82,-0.0750000000000028
60.72,822.775833697016,15.81,-0.150000000000003
60.76,823.412887750016,15.83,-0.162500000000001
60.8,824.038854900453,15.81,-0.137500000000004
60.84,824.676821159444,15.78,-0.100000000000002
60.88,825.313875211514,15.71,0
60.92,825.94077070046,15.74,0.0749999999999962
60.96,826.577051863489,15.75,0.0249999999999972
61,827.203947351186,15.76,-0.0499999999999989
61.04,827.841913608464,15.81,-0.149999999999999
61.08,828.479879864924,15.77,-0.137499999999997
61.12,829.106775351727,15.74,0
61.16,829.745792534298,15.77,0.0374999999999992
61.2,830.361619456346,15.76,0.0500000000000034
61.24,831.01286038215,15.75,0.0499999999999989
61.28,831.629775945794,15.74,0.0249999999999972
61.32,832.269982090818,15.77,-0.0124999999999975
61.36,832.907948344338,15.74,0
61.4,833.538472570645,15.73,0.0749999999999962
61.44,834.154299490087,15.72,0.0749999999999984
61.48,834.794505632173,15.75,-0.0249999999999995
61.52,835.436038008145,15.76,-0.125
61.56,836.064002943598,15.78,-0.1125
61.6,836.704209083779,15.79,-0.0374999999999992
61.64,837.322356118035,15.76,-0.0124999999999975
61.68,837.963888490608,15.75,-0.0374999999999992
61.72,838.593063272827,15.75,-4.44089209850063e-15
61.76,839.212583763231,15.76,0.0499999999999989
61.8,839.854116133068,15.77,4.44089209850063e-15
61.84,840.495648502044,15.74,-0.0249999999999972
61.88,841.127660848335,15.71,0.0499999999999989
61.92,841.759673192975,15.7,0.137499999999999
61.96,842.391685537187,15.75,0.0750000000000006
62,843.011206022115,15.79,-0.0749999999999984
62.04,843.655799185229,15.75,-0.112499999999998
62.08,844.276834165663,15.73,-0.037499999999997
62.12,844.921427326353,15.77,0.0250000000000039
62.16,845.55343966515,15.78,-0.037499999999997
62.2,846.174474642412,15.75,-0.0499999999999989
62.24,846.808112824002,15.74,0
62.28,847.441751004749,15.75,0
62.32,848.086344159378,15.77,-0.0249999999999972
62.36,848.709033639435,15.74,-0.0124999999999975
62.4,849.331723118259,15.74,0.0624999999999987
62.44,849.954412595851,15.71,0.187499999999998
62.48,850.602604414453,15.74,0.262499999999999
62.52,851.238005090689,15.78,0.137499999999999
62.56,851.871643262436,15.74,0.0624999999999987
62.6,852.507043936046,15.75,0.0999999999999979
62.64,853.131526811302,15.74,0.112499999999998
62.68,853.757940794421,15.75,0.124999999999997
62.72,854.39727183592,15.75,0.212499999999998
62.76,855.032672503808,15.75,0.3125
62.8,855.657155373242,15.78,0.237500000000002
62.84,856.305347177136,15.82,0.1125
62.88,856.933828695547,15.84,0.0374999999999992
62.92,857.56024266854,15.79,0.0625000000000009
62.96,858.20843446754,15.78,0.162499999999999
63,858.836915980158,15.79,0.2125
63.04,859.463329948087,15.79,0.237500000000002
63.08,860.094014093716,15.8,0.237499999999999
63.12,860.744204180784,15.87,0.162500000000001
63.16,861.3726856857,15.88,0.125
63.2,862.020877474914,15.84,0.199999999999998
63.24,862.647291434385,15.85,0.237499999999999
63.28,863.29108491602,15.84,0.237499999999999
63.32,863.910968101105,15.84,0.249999999999999
63.36,864.561158176973,15.86,0.225000000000002
63.4,865.202654569622,15.88,0.175000000000001
63.44,865.820296596396,15.89,0.149999999999999
63.48,866.474875104999,15.89,0.187500000000003
63.52,867.101289052675,15.91,0.2125
63.56,867.74508251739,15.94,0.187500000000003
63.6,868.388875979285,15.94,0.212500000000002
63.64,869.030372359018,15.94,0.224999999999995
63.68,869.658853838819,15.94,0.149999999999999
63.72,870.291874265314,15.94,0.137500000000006
63.76,870.933370638244,15.94,0.162500000000003
63.8,871.57716408843,15.94,0.199999999999996
63.84,872.205645560528,15.95,0.224999999999997
63.88,872.84113450143,15.98,0.174999999999996
63.92,873.495712983851,15.99,0.187499999999998
63.96,874.137209345675,16.01,0.174999999999994
64,874.778705706034,16.04,0.0874999999999915
64.04,875.42492651373,16.02,0.1125
64.08,876.057946917635,15.98,0.262499999999999
64.12,876.69944327122,16.01,0.337499999999997
64.16,877.334932192805,16,0.3125
64.2,877.991898181529,16.04,0.212500000000002
64.24,878.624918575951,16.03,0.187499999999998
64.28,879.27113936742,16.04,0.237499999999997
64.32,879.917360155787,16.08,0.174999999999996
64.36,880.56358094146,16.06,0.174999999999996
64.4,881.199069846494,16.06,0.275000000000003
64.44,881.845290626393,16.09,0.325000000000002
64.48,882.491511404307,16.12,0.287499999999996
64.52,883.129599494783,16.14,0.224999999999991
64.56,883.7890800113,16.12,0.199999999999991
64.6,884.427168095636,16.09,0.225
64.64,885.075945061839,16.13,0.225000000000004
64.68,885.724722024643,16.13,0.212500000000002
64.72,886.376182498798,16.13,0.237500000000002
64.76,887.01427057091,16.15,0.250000000000004
64.8,887.665731037692,16.19,0.225000000000004
64.84,888.314507988852,16.22,0.187500000000003
64.88,888.968777710198,16.22,0.162500000000003
64.92,889.620238167364,16.22,0.17500000000001
64.96,890.261054498743,16.2,0.200000000000009
65,890.912514949316,16.19,0.187500000000003
65.04,891.556186990674,16.21,0.175000000000001
65.08,892.21045669424,16.22,0.175000000000001
65.12,892.854128728644,16.23,0.2
65.16,893.508398424583,16.25,0.212499999999998
65.2,894.162668117241,16.27,0.187499999999994
65.24,894.806340140143,16.29,0.174999999999996
65.28,895.452993629253,16.28,0.162499999999999
65.32,896.117878437651,16.3,0.0874999999999915
65.36,896.764531918638,16.28,0.0749999999999895
65.4,897.411185395203,16.26,0.149999999999992
65.44,898.068388457766,16.28,0.187499999999994
65.48,898.715041926281,16.29,0.237500000000002
65.52,899.375300854269,16.32,0.212500000000002
65.56,900.021954314733,16.33,0.1125
65.6,900.682213233287,16.34,0.0875000000000004
65.64,901.335199918197,16.36,0.100000000000002
65.68,901.992402957371,16.34,0.150000000000006
65.72,902.642161890027,16.31,0.275000000000003
65.76,903.295148560281,16.33,0.325000000000002
65.8,903.944907484709,16.33,0.250000000000004
65.84,904.59789414556,16.36,0.137500000000004
65.88,905.261329692504,16.4,0.0375000000000014
65.92,905.914316343867,16.38,0.0375000000000014
65.96,906.567302990529,16.36,0.150000000000001
66,907.22028963249,16.38,0.2
66.04,907.87662445896,16.4,0.149999999999997
66.08,908.532959279871,16.42,0.0749999999999984
66.12,909.192760900265,16.45,-0.0124999999999931
66.16,909.849095710657,16.45,-0.024999999999995
66.2,910.505430516826,16.41,0.0375000000000014
66.24,911.161765317437,16.39,0.1125
